ensembl_gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol,entrez_id,gene_name
ENSMUSG00000042041,610.6948433027421,3.1276301720100803,0.3644139127812532,8.582631075031165,9.272737750288923e-18,3.571668371406159e-15,2010003K11Rik,69861,RIKEN cDNA 2010003K11 gene
ENSMUSG00000079550,47.746482885029664,-2.473161476409348,0.29026200125472057,-8.520445203707583,1.5894115394590847e-17,5.9690350364385925e-15,Mpp4,227157,"membrane protein, palmitoylated 4 (MAGUK p55 subfamily member 4)"
ENSMUSG00000071633,1361.9796759910228,2.297070479480043,0.2698209432852984,8.513314242813273,1.6903118169472604e-17,6.193137588824816e-15,Gm4952,240549,predicted gene 4952
ENSMUSG00000018900,633.3767339087583,1.401130790362727,0.16482351331971798,8.500794347496223,1.882977008501417e-17,6.734781100406735e-15,Slc22a5,20520,"solute carrier family 22 (organic cation transporter), member 5"
ENSMUSG00000035186,185.52207814775485,4.57237246602674,0.5380961792661373,8.497314499171138,1.9402722074470935e-17,6.778318395411683e-15,Ubd,24108,ubiquitin D
ENSMUSG00000035413,241.75380503831488,1.5709757195062526,0.18497482792310616,8.492916237009856,2.015155404819699e-17,6.879923748000345e-15,Tmem98,103743,transmembrane protein 98
ENSMUSG00000027533,565.9292228117774,-2.764830193060788,0.331715177315011,-8.334952339051965,7.752941681417582e-17,2.588104220850109e-14,Fabp5,16592,"fatty acid binding protein 5, epidermal"
ENSMUSG00000072949,839.3065692043239,2.5190967513999962,0.3085721023974856,8.163721645046946,3.248570278314746e-16,1.0608700591487851e-13,Acot1,26897,acyl-CoA thioesterase 1
ENSMUSG00000020458,1900.4713037101544,1.2970517023514647,0.15931295300374407,8.141533239428323,3.903033535698118e-16,1.247475952622492e-13,Rtn4,68585,reticulon 4
ENSMUSG00000030086,85.66116237871982,2.08597508278659,0.25947947470308497,8.03907548053083,9.051881204975063e-16,2.832861655440321e-13,Chchd6,66098,coiled-coil-helix-coiled-coil-helix domain containing 6
ENSMUSG00000061815,38.848667950830404,3.056885426062385,0.38142131046154454,8.014458925651939,1.1062292092788486e-15,3.3913826901605844e-13,Rufy4,435626,RUN and FYVE domain containing 4
ENSMUSG00000037419,168.5498223336095,1.7460278050899385,0.21909364149811306,7.969322127063994,1.595470864159827e-15,4.793432664281784e-13,Endod1,71946,endonuclease domain containing 1
ENSMUSG00000049109,207.85145702020236,4.69281460064984,0.5911110457285529,7.938972946895078,2.0386222834451906e-15,6.004741949394835e-13,Themis,210757,thymocyte selection associated
ENSMUSG00000052392,2226.5926017446413,1.2927893487282844,0.16296518138959618,7.932917557632449,2.1405653893918415e-15,6.183764092200815e-13,Acot4,171282,acyl-CoA thioesterase 4
ENSMUSG00000021228,527.919048987085,2.9751433046742153,0.3758199532983262,7.916405924069029,2.444745596767659e-15,6.929239312196938e-13,Acot3,171281,acyl-CoA thioesterase 3
ENSMUSG00000032080,29410.283112557423,2.4483215881251774,0.3095578437139897,7.909092396919715,2.592721342200674e-15,7.212566667136763e-13,Apoa4,11808,apolipoprotein A-IV
ENSMUSG00000075044,77.50421994467922,3.2238852440618335,0.4093947725116099,7.874759182398717,3.413997871090526e-15,9.324559276276706e-13,Slc22a29,236293,solute carrier family 22. member 29
ENSMUSG00000025935,2396.2568513675214,-0.9625074082319195,0.1223082667591137,-7.869520464447257,3.5600317824564064e-15,9.54978525643931e-13,Tram1,72265,translocating chain-associating membrane protein 1
ENSMUSG00000028383,1720.3027994012773,1.0051099243158952,0.12819977775805255,7.840184607907885,4.498845330144444e-15,1.1856430622706988e-12,Hsdl2,72479,hydroxysteroid dehydrogenase like 2
ENSMUSG00000030470,321.56717553740816,1.9245808025663866,0.24582912408510474,7.82893731460438,4.920108630789808e-15,1.2743081353745602e-12,Csrp3,13009,cysteine and glycine-rich protein 3
ENSMUSG00000046324,1104.3229060403398,1.3107010291479277,0.1688806392532762,7.7611088810613955,8.418999811948564e-15,2.1202605977388202e-12,Ermp1,226090,endoplasmic reticulum metallopeptidase 1
ENSMUSG00000003721,4304.05562534724,2.263806443024638,0.29171396466934396,7.760363634256074,8.468621745728212e-15,2.1202605977388202e-12,Insig2,72999,insulin induced gene 2
ENSMUSG00000035878,1351.7826658137674,1.2933624135333932,0.1673730385717078,7.727423870477661,1.097447534855095e-14,2.702599486654629e-12,Hykk,235386,hydroxylysine kinase 1
ENSMUSG00000057137,466.32971008127527,1.3289766637548162,0.1721838666546181,7.718357646251476,1.1783816828329748e-14,2.8551047805672496e-12,Tmem140,68487,transmembrane protein 140
ENSMUSG00000001473,191.44417470314178,1.6522631996108208,0.21415210535058649,7.715372197279665,1.2062968377238501e-14,2.8763477930615362e-12,Tubb6,67951,"tubulin, beta 6 class V"
ENSMUSG00000045775,596.3642253570193,2.692380513430318,0.35342179334025736,7.618037608784992,2.5756126472089292e-14,6.045445810370709e-12,Slc16a5,217316,"solute carrier family 16 (monocarboxylic acid transporters), member 5"
ENSMUSG00000028476,107.29974175266413,-2.0646381505056866,0.2733591930759976,-7.552839643961375,4.2586921468839837e-14,9.842165143152493e-12,Reck,53614,reversion-inducing-cysteine-rich protein with kazal motifs
ENSMUSG00000046415,70.30854733708091,7.051842679303778,0.9379493765863429,7.518361710488989,5.5466871773219994e-14,1.2624596178444101e-11,B430212C06Rik,338360,RIKEN cDNA B430212C06 gene
ENSMUSG00000006800,326.53958938650356,1.946495981323651,0.25955014751581856,7.499498651623844,6.406238145313679e-14,1.4363359614761505e-11,Sulf2,72043,sulfatase 2
ENSMUSG00000024507,11973.935825651612,0.8462023997405669,0.11367466398586255,7.444072144746406,9.762813920458784e-14,2.1567204516637037e-11,Hsd17b4,15488,hydroxysteroid (17-beta) dehydrogenase 4
ENSMUSG00000041959,1394.273879937389,2.0438037678458,0.2747919559932165,7.437640452241816,1.0249958106882836e-13,2.2315198649506373e-11,S100a10,20194,S100 calcium binding protein A10 (calpactin)
ENSMUSG00000032561,186.97718123740893,-2.5533383544670603,0.3451268270574833,-7.39826102837779,1.379794246628081e-13,2.9610384532638615e-11,Acp3,56318,acid phosphatase 3
ENSMUSG00000041237,14033.07878416572,-1.3072815399569413,0.17731280550412612,-7.372741840275718,1.671539863723384e-13,3.536601666598968e-11,Pklr,18770,pyruvate kinase liver and red blood cell
ENSMUSG00000039601,275.9473873005562,2.485070305513023,0.33714716298594016,7.37087710750411,1.695090501033202e-13,3.536617987016772e-11,Rcan2,53901,regulator of calcineurin 2
ENSMUSG00000078452,156.2022812448174,2.5034337200879406,0.3402476580229042,7.357680974601797,1.87132614625766e-13,3.850830324531859e-11,Raet1a,19368,"retinoic acid early transcript 1, alpha"
ENSMUSG00000003623,7675.58333053274,1.4799255970237666,0.20211644566761205,7.322143391822547,2.4404117360056223e-13,4.9540358240914134e-11,Crot,74114,carnitine O-octanoyltransferase
ENSMUSG00000000594,1901.8565071248709,-0.8595965082606682,0.11797537676020443,-7.28623660179425,3.1873302522660167e-13,6.384010006605346e-11,Gm2a,14667,GM2 ganglioside activator protein
ENSMUSG00000073460,101.84492496711258,2.3540795757283552,0.32440758581678075,7.256549102578306,3.9709062263934986e-13,7.848809649063571e-11,Pnldc1,240023,poly(A)-specific ribonuclease (PARN)-like domain containing 1
ENSMUSG00000026956,402.3576111380399,2.0451313474605874,0.28504570104051585,7.1747489612898825,7.243998547497987e-13,1.4132382620846074e-10,Uap1l1,227620,UDP-N-acteylglucosamine pyrophosphorylase 1-like 1
ENSMUSG00000021208,612.3325833370462,2.178296542027156,0.30453769889636884,7.152797666499768,8.502688826867037e-13,1.6375306609897004e-10,Ifi27l2b,217845,"interferon, alpha-inducible protein 27 like 2B"
ENSMUSG00000063929,508.17739722424,1.3886834372944155,0.19450463537081497,7.139590450618045,9.36094042557584e-13,1.774944345186838e-10,Cyp4a32,100040843,"cytochrome P450, family 4, subfamily a, polypeptide 32"
ENSMUSG00000028712,106.76567599753822,2.787463436865014,0.3904966293346882,7.138252234376972,9.452506165287381e-13,1.774944345186838e-10,Cyp4a31,666168,"cytochrome P450, family 4, subfamily a, polypeptide 31"
ENSMUSG00000078817,915.2711088491236,2.097387548356181,0.2949065181459335,7.112042017729482,1.143384376411074e-12,2.1204839632650808e-10,Nlrp12,378425,"NLR family, pyrin domain containing 12"
ENSMUSG00000048856,11322.28625324567,1.1355706402777557,0.16068099382078702,7.067236847839617,1.5804907113133628e-12,2.895381886018212e-10,Slc25a47,104910,"solute carrier family 25, member 47"
ENSMUSG00000000440,335.70934003357075,1.9289475110348393,0.274005524499232,7.039812480278098,1.924987185177116e-12,3.466922477941407e-10,Pparg,19016,peroxisome proliferator activated receptor gamma
ENSMUSG00000028555,118.39257534336537,2.893485752394927,0.4110749264636049,7.038828121401138,1.9386332588675156e-12,3.466922477941407e-10,Ttc39a,230603,tetratricopeptide repeat domain 39A
ENSMUSG00000021973,854.7686941056523,0.677292360136863,0.09679497623717535,6.997185044782729,2.611562703991004e-12,4.6153994046297483e-10,Micu2,68514,mitochondrial calcium uptake 2
ENSMUSG00000032602,2784.7963982469587,1.0052716500588832,0.14400890435567232,6.9806214730727305,2.9387713578339343e-12,5.133281783416437e-10,Slc25a20,57279,"solute carrier family 25 (mitochondrial carnitine/acylcarnitine translocase), member 20"
ENSMUSG00000085651,40.95252039091613,5.106347540034513,0.7331244306931225,6.965185344057878,3.2797167523919763e-12,5.662977592463478e-10,NA,NA,NA
ENSMUSG00000027801,1753.2506823509611,1.360071342451512,0.19532431791675045,6.963143949291509,3.3276148927962252e-12,5.680389877225557e-10,Tm4sf4,229302,transmembrane 4 superfamily member 4
ENSMUSG00000042647,309.01902952767693,1.37524316902933,0.19769247718449917,6.95647699201961,3.488872043497739e-12,5.888745599710454e-10,Acad12,338350,"acyl-Coenzyme A dehydrogenase family, member 12"
ENSMUSG00000026981,101.71365874586046,3.5409323713873535,0.5091723057684474,6.954290976299951,3.5433958048002196e-12,5.914321308856544e-10,Il1rn,16181,interleukin 1 receptor antagonist
ENSMUSG00000000303,565.5596045469354,-1.3771622053065509,0.19839107083378893,-6.941654175859208,3.875349689574598e-12,6.397308026020836e-10,Cdh1,12550,cadherin 1
ENSMUSG00000049382,5535.310856515796,1.2418968840996782,0.1792907571173086,6.92672006113017,4.3070967599350396e-12,7.032739948667844e-10,Krt8,16691,keratin 8
ENSMUSG00000041773,225.97699115988402,2.0761611263874094,0.3012090110012234,6.892759016359497,5.472053082123351e-12,8.753322022306005e-10,Enc1,13803,ectodermal-neural cortex 1
ENSMUSG00000039886,1155.2272673226755,0.8875016959412736,0.1287611412458822,6.892620610176954,5.477381640905102e-12,8.753322022306005e-10,Tmem120a,215210,transmembrane protein 120A
ENSMUSG00000072941,841.4173003934399,1.0207274171153293,0.14815096501536396,6.889779064277273,5.587910432028783e-12,8.835956895782777e-10,Sod3,20657,"superoxide dismutase 3, extracellular"
ENSMUSG00000032372,669.5316896523311,0.9466675826832762,0.1378988804585477,6.864940306515714,6.651906255720292e-12,1.040884747639898e-9,Plscr2,18828,phospholipid scramblase 2
ENSMUSG00000006538,62.191051329264475,-1.473454678740285,0.21469838657738802,-6.862905223599239,6.747399587596496e-12,1.044942645411078e-9,Ihh,16147,Indian hedgehog
ENSMUSG00000022940,338.82992801184616,1.273930318968622,0.18702423780097055,6.811578723418334,9.653344718552548e-12,1.479719840429555e-9,Pigp,56176,"phosphatidylinositol glycan anchor biosynthesis, class P"
ENSMUSG00000048486,1639.930472250635,0.8685632732483631,0.1276215798400628,6.805771205284083,1.0050933964613653e-11,1.5251023233982453e-9,Fitm2,228859,fat storage-inducing transmembrane protein 2
ENSMUSG00000070690,760.1985497656408,-0.9738382415615584,0.14346983434864036,-6.787756088120048,1.1389098311104564e-11,1.7049645655207754e-9,Albfm1,622307,albumin superfamily member 1
ENSMUSG00000011257,928.3050249958176,-0.7153309568561348,0.1054000334424579,-6.786819069148234,1.1463281927679292e-11,1.7049645655207754e-9,Pabpc4,230721,"poly(A) binding protein, cytoplasmic 4"
ENSMUSG00000040583,128.73619152286355,10.414189864369622,1.5425895752582306,6.751108675569961,1.4671964580493772e-11,2.16080639145272e-9,Cyp2b13,13089,"cytochrome P450, family 2, subfamily b, polypeptide 13"
ENSMUSG00000073988,9427.834660732507,0.8871736283299917,0.13185450756387745,6.72842851352804,1.7150521970969383e-11,2.501312049008758e-9,Ttpa,50500,tocopherol (alpha) transfer protein
ENSMUSG00000027546,1858.1368995876758,0.9465219294930086,0.14093104540348644,6.716205977065668,1.8651709460852356e-11,2.694095956931962e-9,Atp9a,11981,"ATPase, class II, type 9A"
ENSMUSG00000003555,660.4843324904231,2.1257658918737454,0.316780540530983,6.710531803217986,1.9391637494504702e-11,2.7742969375471392e-9,Cyp17a1,13074,"cytochrome P450, family 17, subfamily a, polypeptide 1"
ENSMUSG00000031255,71.05262363573127,1.7660309640496077,0.2633926372542323,6.704936715239296,2.0149367225600092e-11,2.8337070856295505e-9,Sytl4,27359,synaptotagmin-like 4
ENSMUSG00000042195,50.07387708310681,3.2742602178820484,0.48835409489630127,6.704684678803227,2.018417375598202e-11,2.8337070856295505e-9,Slc35f2,72022,"solute carrier family 35, member F2"
ENSMUSG00000032808,1029.2918212254226,2.5094141269651695,0.37441851377501023,6.70216358070661,2.0535595982952194e-11,2.8563492857028504e-9,Cyp2c38,13097,"cytochrome P450, family 2, subfamily c, polypeptide 38"
ENSMUSG00000022215,1143.1253385352027,1.8205740029896185,0.27200811832174643,6.693087008661049,2.1851112437039144e-11,3.0114441378825875e-9,Fitm1,68680,fat storage-inducing transmembrane protein 1
ENSMUSG00000053219,55.87947872432918,2.4802420888088426,0.37087517163435907,6.687538769120087,2.2695509884038512e-11,3.0993813588911503e-9,Raet1e,379043,retinoic acid early transcript 1E
ENSMUSG00000049721,58.76883420261782,2.8718082909303653,0.429618245555351,6.684558490336203,2.3162187946134988e-11,3.134616102043602e-9,Gal3st1,53897,galactose-3-O-sulfotransferase 1
ENSMUSG00000027828,4567.039908108976,-0.6398900740911962,0.09579344602881536,-6.679894091070831,2.391149907215395e-11,3.2071298130526485e-9,Ssr3,67437,"signal sequence receptor, gamma"
ENSMUSG00000051225,84.73929597724805,4.043860117500846,0.6063004902975309,6.669729255070197,2.5627576047066874e-11,3.406880065301226e-9,Fam83a,239463,"family with sequence similarity 83, member A"
ENSMUSG00000040945,671.4429245557719,-0.5814828267013098,0.08750731458563941,-6.644962532043411,3.0329421808668144e-11,3.996566442191341e-9,Rcc2,108911,regulator of chromosome condensation 2
ENSMUSG00000030827,87.25595538732128,2.4475684250118563,0.3688493626674974,6.635685655822154,3.2299753395939306e-11,4.2191903957721756e-9,Fgf21,56636,fibroblast growth factor 21
ENSMUSG00000020865,4820.663366541769,1.8580484383682785,0.2807966566220444,6.617060404922248,3.664118030156768e-11,4.745032849053014e-9,Abcc3,76408,"ATP-binding cassette, sub-family C member 3"
ENSMUSG00000013629,403.8819382834953,-1.4982157063282773,0.2265880099563358,-6.612069661660333,3.789835690042428e-11,4.8658898919502e-9,Cad,69719,"carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase"
ENSMUSG00000017167,128.3718771488164,2.5784637012096847,0.39069942135000574,6.599609726321512,4.1224154644139496e-11,5.248044500544606e-9,Cntnap1,53321,contactin associated protein-like 1
ENSMUSG00000025792,5531.685741612017,0.8142223309410309,0.12341821301665475,6.597262357308278,4.1881924799942816e-11,5.2869770953339575e-9,Slc25a10,27376,"solute carrier family 25 (mitochondrial carrier, dicarboxylate transporter), member 10"
ENSMUSG00000067656,147.56343547754508,4.559439442941615,0.6913197605726111,6.595268503774709,4.244869118815842e-11,5.313868658570965e-9,Slc22a27,171405,"solute carrier family 22, member 27"
ENSMUSG00000038508,233.33720966514048,2.853965181360135,0.4332620186227149,6.587157559835337,4.483264521400442e-11,5.5659173256592924e-9,Gdf15,23886,growth differentiation factor 15
ENSMUSG00000021287,73.67743423128657,1.5302637056187174,0.23313820546384478,6.563762050815098,5.2466903504364367e-11,6.4603100364144386e-9,Xrcc3,74335,X-ray repair complementing defective repair in Chinese hamster cells 3
ENSMUSG00000035357,146.88932691672844,1.7187076667349244,0.26241436902157056,6.549594342502052,5.7693584484926955e-11,7.046122163679453e-9,Pdzrn3,55983,PDZ domain containing RING finger 3
ENSMUSG00000022218,260.00399427639707,-1.363735481708488,0.2084511666058222,-6.54223002880713,6.060818200620977e-11,7.342387984655509e-9,Tgm1,21816,"transglutaminase 1, K polypeptide"
ENSMUSG00000023232,258.02660038287235,1.254411238516341,0.19203774499547058,6.5321077298940775,6.485047946222364e-11,7.793471219852188e-9,Serinc2,230779,serine incorporator 2
ENSMUSG00000060002,5059.231814757531,0.8893608241608316,0.13620149807039914,6.529743334402558,6.588249365174956e-11,7.85465729870303e-9,Chpt1,212862,choline phosphotransferase 1
ENSMUSG00000026639,194.05376755937954,2.2969833371050585,0.35233164552503393,6.519378450045734,7.059932252827355e-11,8.350732464722246e-9,Lamb3,16780,"laminin, beta 3"
ENSMUSG00000075256,75.64502357901979,1.9271382419262242,0.29671759170563416,6.494856711556516,8.311247730868185e-11,9.754028391648583e-9,Cerkl,228094,ceramide kinase-like
ENSMUSG00000096105,100.40895890623922,1.9829881243005876,0.3054323936485255,6.492396240663652,8.448170275790128e-11,9.837861541311574e-9,NA,NA,NA
ENSMUSG00000036775,4620.885160863304,1.0132932928265157,0.15692654808897596,6.45711834718997,1.0671544411116016e-10,1.2252822628458188e-8,Decr2,26378,"2-4-dienoyl-Coenzyme A reductase 2, peroxisomal"
ENSMUSG00000074768,61570.43840869594,1.880220538114518,0.2911943861501784,6.456925777218889,1.0685126909386384e-10,1.2252822628458188e-8,Bhmt,12116,betaine-homocysteine methyltransferase
ENSMUSG00000039620,97.73140392399655,2.1096508970952157,0.32694806173182045,6.452556671908517,1.0997873462698561e-10,1.2515913269443771e-8,Trmt9b,319582,tRNA methyltransferase 9B
ENSMUSG00000051817,98.65841156561524,-1.3714330788671527,0.21261902031960073,-6.450190000902399,1.117100117029092e-10,1.2617351848128587e-8,Sox12,20667,SRY (sex determining region Y)-box 12
ENSMUSG00000027961,50.49802087143146,4.0504044404683635,0.6311675275049333,6.417320701652708,1.3869355532889958e-10,1.5548168568289024e-8,Lrrc39,109245,leucine rich repeat containing 39
ENSMUSG00000038768,223.20712850324875,1.9592924770485034,0.3059037237503573,6.404931764241772,1.5043664644197864e-10,1.6739698539640025e-8,Degs1l,619326,"delta 4-desaturase, sphingolipid 1 like"
ENSMUSG00000028995,286.0111171656292,1.2658120144313019,0.19776669828957028,6.400531663717711,1.5483683517814528e-10,1.7102639250338958e-8,Hycc1,84652,hyccin PI4KA lipid kinase complex subunit 1
ENSMUSG00000091867,242.333893539863,4.089876112602933,0.6405665455625541,6.384779443970413,1.716446742817528e-10,1.8820775890952487e-8,Cyp2a22,233005,"cytochrome P450, family 2, subfamily a, polypeptide 22"
ENSMUSG00000027809,5180.6402355074615,0.7698598544932935,0.12077203344606532,6.374487805880154,1.8357542089765577e-10,1.998311574438105e-8,Etfdh,66841,"electron transferring flavoprotein, dehydrogenase"
ENSMUSG00000085873,103.98119154509892,3.2550808987138624,0.5117764932669581,6.360356408585406,2.012861465910426e-10,2.1753384849572964e-8,Ttc39aos1,102635290,Ttc39a opposite strand RNA 1
ENSMUSG00000024665,20437.877421034063,1.0497907383704665,0.16554959876079342,6.341246044862569,2.2791420811339606e-10,2.4455194530567398e-8,Fads2,56473,fatty acid desaturase 2
ENSMUSG00000041028,6291.205917674342,0.5646666804865114,0.08906953250473115,6.339616528878914,2.303377435489895e-10,2.4539954493566812e-8,Ghitm,66092,growth hormone inducible transmembrane protein
ENSMUSG00000028085,824.7137718979351,0.9100998349845261,0.14377739124720665,6.329923133879422,2.452833592195328e-10,2.594821564926635e-8,Gatb,229487,glutamyl-tRNA amidotransferase subunit B
ENSMUSG00000024211,36.79224071033817,-2.5016905358288732,0.39536548803396393,-6.327538977337256,2.4910206191805366e-10,2.6167910308622394e-8,Grm8,14823,"glutamate receptor, metabotropic 8"
ENSMUSG00000028132,4422.339650962074,1.1647834680816775,0.18428719457766457,6.320479677120486,2.6075262357745367e-10,2.7201568829031312e-8,Tlcd4,99887,TLC domain containing 4
